id,instance,notes,type,status,inputs (#post),outputs (#pre),aL(L) #post,aL(L) #pre,#voxels
239395239,,,,Traced,116,42,116,42,25517441
239395292,,,,Traced,332,39,332,39,43056726
239395305,,,,Traced,95,48,95,48,23001468
239395319,,,,Traced,169,9,169,9,9511050
239395350,,,,Traced,115,45,115,45,20090819
239395358,,,,Traced,118,46,118,46,22563778
239399511,,,,Traced,85,29,85,29,16272723
239399518,,,,Traced,41,23,41,23,11386000
239399526,,,,Traced,282,33,278,33,48837076
239399581,,,,Traced,14,10,14,10,9893666
239399602,,,,Traced,91,33,91,33,17013982
239399645,,,,Traced,103,47,103,47,24473734
239399660,,,,Traced,105,37,105,37,21241548
239399691,,,,Traced,65,21,65,21,13109932
239399693,,,,Traced,75,27,75,27,14089802
239399712,,,,Traced,51,30,49,30,18611082
239399716,,,,Traced,51,17,51,17,14797369
239404017,,,,Traced,105,38,105,38,18262715
239731801,,,,Traced,81,32,81,32,18389745
239736057,,,,Traced,110,45,109,44,25090064
239736092,,,,Traced,94,42,94,42,21614573
239736097,,,,Traced,76,23,76,23,17399144
239736118,,,,Traced,119,45,118,44,26547135
239736135,,,,Traced,96,30,96,30,17184699
239736149,,,,Traced,114,38,114,38,17910435
239736157,,,,Traced,88,37,88,37,18540660
239736205,,,,Traced,101,32,101,32,20144159
239736232,,,,Traced,88,28,88,28,12882209
239736319,,,,Traced,87,45,87,45,20522863
239736335,,,,Traced,76,32,76,32,16017629
239736345,,,,Traced,86,27,86,27,17553158
239736356,,,,Traced,103,47,103,47,25231070
239736369,,,,Traced,75,29,75,29,17330572
239736380,,,,Traced,116,49,116,49,26212997
239736384,,,,Traced,56,20,56,20,12963535
239736395,,,,Traced,71,31,71,31,15111247
239736396,,,,Traced,74,31,74,31,18707287
239736409,,,,Traced,68,20,68,20,15215097
239736422,,,,Traced,94,36,94,36,19864944
239736436,,,,Traced,84,27,83,26,19028092
239736458,,,,Traced,86,29,86,29,15144532
239736464,,,,Traced,52,20,52,20,11688587
239736472,,,,Traced,54,27,54,27,12165126
239736480,,,,Traced,222,24,214,24,30900436
239736497,,,,Traced,63,22,63,22,13676603
239740341,,,,Traced,98,36,98,36,18258929
239740349,,,,Traced,88,30,88,30,17652982
239740353,,,,Traced,92,33,92,33,14776765
239740449,,,,Traced,124,44,124,44,34210396
239740454,,,,Traced,123,44,123,44,25227094
239740471,,,,Traced,78,26,78,26,15995006
239740528,,,,Traced,90,28,90,28,12886105
239740544,,,,Traced,104,37,104,37,19359925
239740572,,,,Traced,75,29,75,29,12347123
239740580,,,,Traced,83,36,83,36,14282065
239740586,,,,Traced,86,33,86,33,22810385
239740598,,,,Traced,80,29,80,29,21321077
239740612,,,,Traced,133,41,133,41,31629154
239740625,,,,Traced,100,38,100,38,22789353
239740647,,,,Traced,106,33,106,33,17575000
239740662,,,,Traced,84,29,84,29,12204368
239740694,,,,Traced,2080,395,2076,394,260529914
239740710,,,,Traced,104,40,104,40,21913473
239740741,,,,Traced,84,35,84,35,16953294
239740767,,,,Traced,91,28,91,28,16076567
239740832,,,,Traced,125,48,125,48,21742483
239740848,,,,Traced,86,31,86,31,19240934
239744816,,,,Traced,26,11,26,11,8366602
239744912,,,,Traced,72,30,72,30,21759076
239744948,,,,Traced,70,31,70,31,19677691
239744950,,,,Traced,144,46,142,46,28650838
239744969,,,,Traced,138,53,138,53,33512991
240077104,,,,Traced,103,27,103,27,17361069
240077172,,,,Traced,104,39,104,39,17895155
240081461,,,,Traced,67,23,67,23,14256696
240081473,,,,Traced,89,36,89,36,15306398
240081558,,,,Traced,120,39,120,39,22397654
240081575,,,,Traced,106,51,106,49,26307395
240081613,,,,Traced,135,40,135,40,17494180
240081631,,,,Traced,117,49,117,49,23342621
240081637,,,,Traced,69,25,69,25,14098084
240081652,,,,Traced,86,36,86,36,16352798
240085842,,,,Traced,99,54,99,54,31768534
270089247,,,,Traced,121,57,118,55,30955670
270089295,,,,Traced,20,11,20,11,8193396
270089341,,,,Traced,101,52,96,48,28348240
270093396,,,,Traced,111,48,109,48,26813424
270093398,,,,Traced,100,41,99,41,24064768
270093399,,,,Traced,68,31,68,31,18361183
270093428,,,,Traced,85,28,85,28,14021461
270093467,,,,Traced,104,35,104,35,18897606
270093476,,,,Traced,41,15,41,15,14681052
270093503,,,,Traced,94,26,94,26,13206947
270093514,,,,Traced,110,51,110,51,24180018
270093542,,,,Traced,92,39,92,39,19569551
270093552,,,,Traced,129,45,123,45,26059791
270097686,,,,Traced,1400,35,1390,35,129580473
270097733,,,,Traced,77,29,77,29,15835893
270425687,,,,Traced,99,31,99,31,17431323
270425716,,,,Traced,134,9,134,9,13472172
270425765,,,,Traced,91,28,91,28,16297680
270425785,,,,Traced,110,30,110,30,17124923
270425792,,,,Traced,104,32,104,32,18412939
270425796,,,,Traced,57,27,57,27,12647471
270425818,,,,Traced,104,28,104,28,19906261
270425841,,,,Traced,50,19,50,19,13035600
270429968,,,,Traced,90,37,90,37,16511409
270429982,,,,Traced,89,28,89,28,17624363
270429988,,,,Traced,93,27,93,27,18769867
270430027,,,,Traced,102,35,102,35,16814302
270430039,,,,Traced,78,32,78,32,16885212
270430062,,,,Traced,64,30,64,30,15911690
270430085,,,,Traced,97,37,97,37,19201989
270430134,,,,Traced,69,31,69,31,14273427
270430164,,,,Traced,70,24,70,24,12523683
270430198,,,,Traced,80,28,80,28,16213670
270430240,,,,Traced,95,32,95,32,16590447
270430263,,,,Traced,55,21,55,21,10505097
270430275,,,,Traced,36,17,36,17,9225816
270430276,,,,Traced,101,32,101,32,17577367
270430340,,,,Traced,94,39,94,39,17187961
270430424,,,,Traced,68,23,68,23,15484559
270430448,,,,Traced,78,32,77,32,24355981
270430461,,,,Traced,120,41,120,41,21840614
270430491,,,,Traced,61,31,61,30,15807075
270430529,,,,Traced,64,30,64,30,14031229
270434333,,,,Traced,329,74,329,74,40204323
270434339,,,,Traced,89,36,89,36,18164124
270434364,,,,Traced,92,39,92,39,15704444
270434391,,,,Traced,88,41,88,41,20750480
270434402,,,,Traced,91,33,91,33,17764714
270434420,,,,Traced,35,15,35,15,7232510
270434421,,,,Traced,13,5,13,5,4612335
270434468,,,,Traced,21,8,21,8,7160301
270434473,,,,Traced,121,42,121,42,20476468
270434515,,,,Traced,66,33,66,33,17584821
270434529,,,,Traced,81,31,81,31,15359592
270434532,,,,Traced,95,32,95,32,15425285
270434559,,,,Traced,105,39,100,38,24016310
270434571,,,,Traced,59,27,59,27,14819631
270434573,,,,Traced,128,43,128,43,30733747
270434595,,,,Assign,2,2,2,2,31390
270434621,,,,Traced,79,29,79,29,15824362
270434676,,,,Traced,133,52,133,52,23902791
270434750,,,,Traced,80,31,80,31,13670203
270434850,,,,Traced,80,36,80,36,17399896
270434861,,,,Traced,86,34,86,34,15409299
270434885,,,,Traced,56,24,56,24,11140949
270438687,,,,Traced,102,45,101,45,24710518
270438843,,,,Traced,132,55,132,55,33123199
270438872,,,,Traced,23,11,23,11,4983473
270438881,,,,Traced,108,36,108,36,18824302
270438893,,,,Traced,115,41,113,40,22570997
270438894,,,,Traced,126,47,120,44,30549960
270438900,,,,Traced,138,43,138,43,29476121
270438941,,,,Traced,99,38,99,38,20224622
270438943,,,,Traced,88,36,88,36,26597478
270438954,,,,Traced,105,38,105,38,19721715
270438997,,,,Traced,22,11,22,11,7840947
270438998,,,,Traced,34,21,31,19,13289574
270439003,,,,Traced,33,13,33,13,9775002
270439057,,,,Traced,90,32,90,32,16919796
270439065,,,,Traced,35,14,35,14,9673822
270443227,,,,Traced,106,36,100,33,25899471
270766669,,,,Traced,104,43,104,43,26084706
270766724,,,,Traced,82,35,82,35,13595633
270766751,,,,Traced,66,25,66,25,12965320
270766755,,,,Traced,124,37,124,37,21352582
270766806,,,,Traced,97,30,97,30,13470671
270766845,,,,Traced,92,37,92,37,18410093
270766868,,,,Traced,72,36,72,36,16001753
270766879,,,,Traced,75,32,75,32,14767248
270766900,,,,Traced,98,42,98,42,17214081
270766951,,,,Traced,97,34,97,34,17498157
270766981,,,,Traced,99,33,99,33,17749615
270766996,,,,Traced,78,30,78,30,13637165
270767015,,,,Traced,92,34,92,34,14210668
270767049,,,,Traced,108,40,108,40,20516768
270767062,,,,Traced,86,35,86,35,21827076
270767074,,,,Traced,95,36,95,36,16660250
270771033,,,,Traced,57,26,57,26,14691829
270771046,,,,Traced,68,26,68,26,14827489
270771053,,,,Traced,81,35,81,35,17314746
270771117,,,,Traced,97,37,97,37,19408588
270771124,,,,Traced,81,32,81,32,15631191
270771132,,,,Traced,62,30,62,30,14950069
270771216,,,,Traced,79,30,79,30,14027626
270771225,,,,Traced,84,33,84,33,18023520
270771371,,,,Traced,119,47,119,47,27237793
270771414,,,,Traced,110,35,110,35,16857299
270771429,,,,Traced,99,36,99,36,17816167
270771445,,,,Traced,95,34,95,34,16550233
270771450,,,,Traced,116,46,116,46,22786870
270771478,,,,Traced,250,58,250,58,32412121
270771484,,,,Traced,95,40,95,40,21261444
270771516,,,,Traced,109,29,109,29,18429780
270771558,,,,Traced,87,39,87,39,17685619
270771575,,,,Traced,82,33,82,33,15110820
270771587,,,,Traced,115,34,115,34,14724251
270771612,,,,Traced,76,35,76,35,13937868
270775449,,,,Traced,96,24,96,24,16664707
270775451,,,,Traced,120,46,120,46,29481627
270775475,,,,Traced,112,35,112,35,18557199
270775554,,,,Traced,124,44,124,44,20704000
270775559,,,,Traced,103,34,103,34,19152223
270775603,,,,Traced,97,35,97,35,22416607
270775629,,,,Traced,97,42,97,42,17681863
270775665,,,,Traced,111,36,111,36,20694149
270775735,,,,Traced,90,27,90,27,14077685
270775739,,,,Traced,395,42,390,42,53870256
270775768,,,,Traced,106,40,106,40,20776416
270775775,,,,Assign,1,2,1,2,35395
270775812,,,,Assign,2,2,2,2,76651
270775818,,,,Traced,112,38,112,38,21187444
270775841,,,,Traced,112,40,112,40,24239452
270775868,,,,Traced,96,33,96,33,15230248
270775932,,,,Traced,104,31,104,31,16935318
270779663,,,,Traced,32,12,32,12,7222850
270779684,,,,Traced,38,17,38,17,9483161
270779765,,,,Traced,156,55,156,55,32991810
270779769,,,,Traced,142,45,140,45,25812400
270779779,,,,Traced,93,41,90,40,23061441
270779781,,,,Traced,100,48,92,46,23682372
270779852,,,,Traced,103,44,103,44,25867741
270779898,,,,Traced,155,54,154,52,29785767
270779899,,,,Traced,90,38,90,38,16714121
270779942,,,,Traced,122,40,120,39,28768375
270780066,,,,Traced,97,35,97,35,17738784
270780085,,,,Traced,84,30,84,30,14938726
270780098,,,,Traced,88,39,88,39,16268779
270780149,,,,Traced,104,40,104,40,20103506
270780214,,,,Traced,111,43,111,42,23826153
270780244,,,,Traced,60,25,60,25,18118411
270784208,,,,Traced,79,37,79,37,17698354
270784257,,,,Traced,92,34,92,34,21512215
270784309,,,,Traced,36,7,36,7,8477920
270784334,,,,Traced,121,41,121,41,23554098
270784336,,,,Traced,34,13,34,13,11331529
271107653,,,,Traced,104,35,104,35,18748165
271107672,,,,Traced,77,24,77,24,13494751
271107692,,,,Traced,131,51,131,51,28396391
271107735,,,,Traced,123,46,123,46,26262457
271107747,,,,Traced,154,49,154,49,32377609
271107776,,,,Traced,149,52,149,52,27476854
271107837,,,,Traced,118,53,118,53,32969330
271107855,,,,Traced,133,54,133,54,29202755
271107865,,,,Traced,3,4,3,4,2186376
271107886,,,,Traced,100,46,99,46,23770115
271112043,,,,Traced,126,48,126,48,20354452
271112051,,,,Traced,98,42,98,42,17524596
271112089,,,,Traced,35,15,35,15,8799536
271112094,,,,Traced,81,28,81,28,12341976
271112151,,,,Traced,66,31,66,31,14699302
271112189,,,,Traced,116,39,116,39,23184780
271112232,,,,Traced,78,28,78,28,13549572
271112265,,,,Traced,102,42,102,42,19233618
271112325,,,,Traced,80,26,80,26,13310446
271112369,,,,Traced,73,29,73,29,13051710
271112374,,,,Traced,104,35,104,35,18014810
271112435,,,,Traced,112,45,112,45,18732360
271112500,,,,Traced,83,26,83,26,13200750
271112501,,,,Traced,118,33,118,33,18027814
271112524,,,,Traced,67,26,67,26,10927774
271112542,,,,Traced,72,25,72,25,14974469
271112560,,,,Traced,898,78,898,78,90685972
271112586,,,,Traced,124,50,124,50,22412424
271112600,,,,Traced,111,43,111,43,23885616
271112606,,,,Traced,90,34,90,34,16442167
271116360,,,,Traced,69,25,69,25,14662284
271116386,,,,Traced,92,42,92,42,17569990
271116396,,,,Assign,5,2,5,2,1474675
271116402,,,,Traced,59,32,59,32,13469658
271116512,,,,Traced,92,34,92,34,17309521
271116706,,,,Traced,101,35,101,35,18762965
271116729,,,,Traced,124,42,124,42,27438882
271116733,,,,Traced,89,32,89,32,20701821
271116797,,,,Assign,1,2,1,2,33888
271116863,,,,Traced,98,39,98,39,16226780
271116902,,,,Traced,139,49,139,49,25298837
271116908,,,,Traced,128,42,128,42,22071363
271116909,,,,Traced,111,39,111,39,21337108
271116913,,,,Traced,73,26,73,26,12729072
271120662,,,,Traced,9,3,9,3,2865362
271120686,,,,Traced,359,86,359,86,49955343
271120786,,,,Traced,88,26,88,26,16326551
271120805,,,,Traced,129,44,129,44,25114811
271120830,,,,Traced,17,8,17,8,6287736
271120831,,,,Traced,94,32,94,32,16399473
271120996,,,,Traced,70,33,70,33,17437369
271120997,,,,Traced,115,48,115,48,24498195
271120998,,,,Assign,3,2,3,2,17422
271121045,,,,Traced,99,30,99,30,18727094
271121072,,,,Traced,22,9,22,9,3881609
271121100,,,,Traced,107,34,107,34,19052071
271121113,,,,Traced,78,26,78,26,16673625
271125209,,,,Traced,88,38,88,38,25464947
271452988,,,,Traced,116,39,114,39,23182533
271453070,,,,Traced,95,38,95,38,19959243
271457393,,,,Traced,109,44,108,42,28447754
271457449,,,,Traced,100,45,100,45,25408392
271457509,,,,Traced,108,31,108,31,19318835
271461793,,,,Traced,29,14,29,14,7700398
271461799,,,,Traced,110,42,110,42,21895941
271461873,,,,Assign,6,2,6,2,1253141
298405402,FB6T_L,SIPSMPFB6_7,FB6T,Traced,480,184,48,4,363877608
301119668,,,,Traced,38,15,34,13,12076415
301119698,,,,Traced,21,11,20,10,9582875
301119708,,,,Traced,56,18,55,18,17203558
301119757,,,,Traced,29,12,27,12,7742874
301123783,,,,Traced,84,25,84,25,16290010
301123869,,,,Traced,79,36,79,36,21653795
301123871,,,,Traced,28,11,28,11,7000467
301123883,,,,Traced,71,29,68,29,16829829
301123893,,,,Traced,129,46,122,44,32165042
301123910,,,,Traced,114,53,111,50,32896138
301123996,,,,Traced,66,18,66,18,13808124
301124032,,,,Traced,133,44,133,44,28076092
301124048,,,,Traced,86,49,85,46,24831006
301124054,,,,Traced,13,4,13,4,3094838
301124062,,,,Traced,109,47,101,44,29358986
301124076,,,,Traced,123,44,123,44,28032298
301124096,,,,Traced,73,40,71,40,24547361
301124114,,,,Traced,131,47,131,47,23741564
301124144,,,,Traced,132,50,132,50,24948453
301124156,,,,Traced,113,37,113,37,23915026
301124184,,,,Traced,24,13,24,13,6197972
301124215,,,,Assign,1,2,1,2,19435
301124233,,,,Traced,69,27,69,27,15957888
301124284,,,,Traced,80,30,80,30,19350080
301128233,,,,Traced,94,35,93,35,21497757
301128261,,,,Traced,143,58,142,57,33298389
301128268,,,,Traced,113,33,113,33,18585023
301128283,,,,Traced,120,47,120,47,24626990
301128321,,,,Traced,109,39,109,39,19407856
301128335,,,,Traced,18,9,18,9,5740740
301128353,,,,Traced,105,39,99,38,28237965
301128366,,,,Traced,152,56,147,54,36041113
301128376,,,,Traced,99,36,99,36,21530355
301128436,,,,Traced,20,8,20,8,3987994
301128462,,,,Traced,48,24,47,24,14849465
301128468,,,,Traced,30,7,30,7,5070295
301128476,,,,Traced,74,36,74,36,17858828
301128494,,,,Traced,110,40,110,40,25060817
301128548,,,,Traced,53,27,53,27,15257857
301128613,,,,Traced,47,15,45,15,11732476
301132466,,,,Traced,102,32,102,31,28311591
301132499,,,,Traced,59,17,59,17,10096416
301132559,,,,Traced,39,9,39,9,5767948
301132658,,,,Traced,23,14,23,14,6146892
301132797,,,,Traced,113,41,110,39,30384418
301132821,,,,Traced,28,18,28,18,7599291
301132839,,,,Traced,18,9,18,9,4545788
301132889,,,,Traced,110,51,108,50,28966497
301132894,,,,Traced,20,9,20,9,6447123
301132901,,,,Traced,112,35,107,34,25005691
301460548,,,,Traced,114,47,107,42,26826251
301460627,,,,Traced,14,14,14,14,10713720
301460639,,,,Traced,104,34,101,34,25124927
301460685,,,,Traced,10,5,10,5,3143475
301460732,,,,Traced,115,42,115,42,22678851
301460841,,,,Traced,34,14,34,14,6652852
301460855,,,,Traced,133,52,127,50,35654156
301460871,,,,Traced,66,32,66,32,16012088
301460882,,,,Traced,73,23,73,23,17679537
301460916,,,,Traced,15,3,15,3,2830163
301460925,,,,Traced,94,38,93,38,20144908
301460964,,,,Traced,134,66,134,66,45169425
301464859,,,,Traced,113,39,113,39,16905392
301464941,,,,Traced,91,34,91,34,14616857
301464960,,,,Traced,73,29,73,29,13412291
301465023,,,,Traced,102,34,102,34,16129858
301465132,,,,Traced,111,50,111,50,22782917
301465191,,,,Orphan,5,3,5,3,1223665
301465293,,,,Traced,135,54,135,54,34142863
301465337,,,,Traced,120,40,120,40,18896769
301465353,,,,Traced,106,42,106,42,28440020
301465388,,,,Traced,112,41,112,41,25607375
301465428,,,,Traced,89,27,86,25,17920943
301465450,,,,Traced,147,46,147,46,33593777
301465476,,,,Traced,27,15,27,15,6493002
301465532,,,,Traced,129,42,129,42,28136844
301469210,,,,Traced,95,32,95,32,19781086
301469218,,,,Traced,75,27,75,27,14988528
301469240,,,,Traced,89,37,89,37,14348214
301469303,,,,Traced,108,40,108,40,18587676
301469316,,,,Traced,117,41,117,41,26652678
301469553,,,,Traced,112,38,110,38,25348774
301469556,,,,Traced,99,39,99,39,17498015
301469666,,,,Traced,136,42,136,40,28259033
301473561,,,,Traced,98,31,98,31,17623188
301473589,,,,Traced,255,32,254,32,42813972
301473599,,,,Orphan,14,1,14,1,268525
301473684,,,,Traced,96,47,95,47,22622869
301473691,,,,Traced,87,34,87,34,16706214
301473741,,,,Assign,5,2,5,2,1446331
301473846,,,,Traced,13,6,13,6,4269514
301473890,,,,Traced,111,33,111,33,20380662
301473922,,,,Traced,88,33,87,33,20147955
301473948,,,,Traced,134,16,131,16,27709506
301474033,,,,Traced,89,36,89,36,19609339
301474074,,,,Traced,107,41,107,41,21281564
301474105,,,,Traced,6,4,6,4,1777969
301474144,,,,Traced,138,56,137,56,33266008
301474157,,,,Traced,86,39,86,39,20381634
301477825,,,,Traced,7,3,7,3,3447901
301477846,,,,Traced,29,18,29,18,9602551
301477895,,,,Traced,17,5,17,5,2822816
301477931,,,,Traced,4,4,4,4,3522927
301478005,,,,Traced,79,36,72,33,22357419
301478078,,,,Traced,44,14,44,14,6765347
301478095,,,,Traced,87,44,87,44,23203401
301478121,,,,Traced,5,2,5,2,1730044
301478167,,,,Traced,135,16,106,15,20777597
301801715,,,,Traced,78,34,78,34,18454208
301801855,,,,Traced,81,28,81,28,15552844
301801912,,,,Traced,101,43,101,43,27571043
301801937,,,,Traced,132,32,132,32,24882611
301801949,,,,Traced,126,55,126,54,31685217
301801975,,,,Traced,79,26,79,26,12585666
301801984,,,,Traced,133,56,133,56,36050929
301801989,,,,Traced,91,44,91,44,19857237
301802024,,,,Traced,108,40,108,40,23115154
301802035,,,,Traced,100,41,100,41,20404539
301802039,,,,Traced,107,35,107,35,14417950
301802041,,,,Traced,114,35,114,35,21159615
301802106,,,,Traced,121,48,121,48,21929253
301802125,,,,Traced,96,41,96,40,22986297
301802144,,,,Traced,98,42,98,42,18873760
301806039,,,,Traced,121,47,121,47,27502861
301806060,,,,Traced,57,28,57,28,13706534
301806063,,,,Traced,90,31,90,31,17221513
301806071,,,,Traced,84,32,84,32,19030835
301806073,,,,Traced,130,41,130,41,18678632
301806134,,,,Traced,95,29,95,29,16705232
301806150,,,,Traced,85,40,85,40,16387949
301806199,,,,Traced,128,51,126,49,31256942
301806205,,,,Traced,118,45,118,45,25590904
301806241,,,,Traced,97,36,97,36,19775738
301806253,,,,Traced,124,49,124,48,23719580
301806284,,,,Traced,107,44,107,44,22744819
301810243,,,,Traced,112,41,112,41,17832921
301810304,,,,Traced,73,30,73,30,14647742
301810341,,,,Traced,117,43,117,43,21452712
301810397,,,,Traced,102,31,102,31,16053297
301810444,,,,Traced,112,39,112,39,20917883
301810463,,,,Traced,60,25,60,25,11887914
301810494,,,,Traced,95,41,95,41,16401948
301810524,,,,Traced,88,33,88,33,12287786
301810536,,,,Traced,115,44,115,44,22070641
301810547,,,,Traced,58,26,58,26,12414896
301810548,,,,Traced,158,50,158,50,28753271
301810590,,,,Traced,96,35,96,35,20075992
301810598,,,,Traced,83,30,83,30,13319809
301810617,,,,Traced,132,45,132,45,29595482
301810635,,,,Traced,80,32,80,32,17113782
301810656,,,,Traced,93,33,93,33,15334719
301810666,,,,Traced,92,35,92,35,16647017
301810687,,,,Traced,91,37,91,37,18107976
301810707,,,,Traced,122,34,122,34,19840416
301810708,,,,Traced,118,45,118,45,22069070
301814717,,,,Traced,91,30,91,30,15246760
301814757,,,,Traced,84,28,84,28,16957355
301814842,,,,Traced,126,46,126,46,28936672
301814867,,,,Traced,141,51,140,51,26126046
301814923,,,,Traced,113,49,113,49,26262299
301814933,,,,Traced,113,42,113,42,18562970
301814985,,,,Traced,107,39,107,39,20929607
301815015,,,,Traced,82,34,82,34,15465069
301815162,,,,Traced,93,34,93,34,16058652
301818911,,,,Traced,101,37,101,37,20456976
301818978,,,,Traced,91,42,90,41,22019118
301819035,,,,Traced,118,55,117,54,30512025
301819113,,,,Traced,127,42,127,42,29727213
301819141,,,,Traced,85,34,81,32,20211367
301819191,,,,Traced,76,32,76,32,16014437
301819219,,,,Traced,136,54,136,54,28937676
302142649,,,,Traced,11,10,11,10,4444108
302142684,,,,Traced,11,4,11,4,3521093
302142756,,,,Traced,81,31,81,31,13262249
302142821,,,,Traced,86,35,86,35,18266821
302142880,,,,Traced,56,24,56,24,11768186
302142894,,,,Traced,29,14,29,14,7326161
302142908,,,,Traced,106,37,106,37,22360935
302142914,,,,Assign,2,2,2,2,31518
302142920,,,,Traced,123,51,123,51,22793362
302142986,,,,Traced,92,43,92,43,22930326
302143018,,,,Traced,82,31,82,31,15019926
302143035,,,,Traced,103,45,103,45,20748681
302143061,,,,Traced,118,45,118,45,25730523
302143100,,,,Traced,80,32,80,32,15944351
302143180,,,,Traced,85,38,85,38,17920800
302143182,,,,Traced,103,42,103,42,19340642
302146976,,,,Traced,61,30,61,30,13044301
302147007,,,,Traced,87,32,87,32,15803520
302147202,,,,Traced,93,36,93,36,15863013
302147218,,,,Traced,126,43,126,43,24469729
302147235,,,,Traced,88,36,88,36,16527183
302147248,,,,Traced,76,22,76,22,11210286
302147280,,,,Traced,70,33,70,33,12608856
302147306,,,,Traced,27,11,27,11,4368926
302147373,,,,Traced,101,40,101,40,21556219
302147402,,,,Traced,95,36,95,36,18126944
302147421,,,,Traced,86,31,86,31,16499068
302147424,,,,Traced,123,42,123,42,20858674
302147449,,,,Traced,489,39,489,39,50978105
302151263,,,,Traced,103,33,103,33,15676538
302151343,,,,Traced,94,34,94,34,15051254
302151403,,,,Traced,76,31,76,31,15373111
302151412,,,,Traced,113,38,113,38,20502929
302151418,,,,Traced,86,28,86,28,14561646
302151468,,,,Traced,109,42,109,42,22387344
302151474,,,,Traced,99,40,99,40,18118601
302151510,,,,Traced,86,29,86,29,16021256
302151540,,,,Traced,122,37,122,37,18908697
302151604,,,,Traced,141,41,141,41,24038180
302151653,,,,Traced,121,51,121,50,21583467
302151662,,,,Traced,99,36,99,36,17390521
302151692,,,,Traced,87,34,87,34,20331735
302151745,,,,Traced,103,40,103,40,21413430
302155803,,,,Traced,75,35,75,35,17464647
302155804,,,,Traced,87,34,87,34,20105025
302155884,,,,Traced,96,36,96,36,29709959
302155901,,,,Traced,68,33,62,31,21717327
302155919,,,,Traced,94,37,94,37,21417943
302155948,,,,Traced,87,41,87,41,17915893
302155955,,,,Traced,112,44,112,44,19601239
302156046,,,,Traced,125,39,125,39,23171812
302156095,,,,Traced,121,46,121,46,20524995
302156101,,,,Traced,66,28,66,28,13129212
302156105,,,,Traced,102,44,102,44,20310056
302160066,,,,Traced,5,2,5,2,1790078
302160103,,,,Traced,116,55,107,53,27928281
302160144,,,,Traced,107,45,104,45,29186368
302160206,,,,Traced,9,7,9,7,6366544
302160213,,,,Traced,66,24,66,24,17714072
302160233,,,,Traced,90,45,88,45,21379810
302160249,,,,Traced,100,36,100,36,22454655
302160252,,,,Traced,70,3,70,3,2328911
302483642,,,,Traced,84,38,82,36,28648607
302483706,,,,Traced,71,24,71,24,12688314
302483735,,,,Traced,103,38,103,38,21733481
302483748,,,,Orphan,10,6,10,6,1631519
302483851,,,,Traced,82,30,82,30,16959044
302483853,,,,Traced,87,41,87,41,14276000
302483885,,,,Traced,117,45,115,44,26141619
302483905,,,,Traced,69,27,69,27,12688533
302483956,,,,Traced,72,26,72,26,15513606
302488218,,,,Traced,100,47,100,47,23522225
302488290,,,,Traced,123,45,123,45,22190143
302488387,,,,Traced,91,35,91,35,20172418
302488425,,,,Traced,90,29,90,29,15433263
